TabID	Name	Title	Image1	Note1	Image2	Note2	Image3	Note3	Description
78	据点争夺战		ui\Image\Helper\浩气恶人据点.tga	<text>text="1、恶人谷、浩气盟在南屏山、昆仑和恶人谷和浩气盟地图均有各自的据点，且有守将守卫着。" font=18</text>	ui\Image\Helper\南屏山据点.tga	<text>text="2、据点守将一旦重伤，埋伏在据点内的奸细会迅速出动占据据点，并且为自己阵营的侠士们提供重伤后的治疗。" font=18</text>	ui\Image\Helper\昆仑据点.tga	<text>text="3、各据点被抢下以后，只拥有一个小时的控制权。之后新的据点守将会被派遣过来拿回据点，各位侠士要多加小心。" font=18</text>	
79	士气系统		ui\Image\Helper\浩气盟援军首领.tga	<text>text="1、在浩气盟，恶人谷，昆仑，南屏山四张地图战斗的侠士，将会因为击杀敌对侠士，敌对首领，敌对守卫等而影响自己阵营的士气。" font=18</text>	ui\Image\Helper\恶人援军首领.tga	<text>text="2、当自己阵营士气低落时，阵营内会派出援军，直击敌人要害所在。同时自己阵营的士气也会大涨。侠士们会获得战魂效果，能力大幅提升。" font=18</text>	ui\Image\Helper\战魂buff.tga	<text>text="3、当阵营一方士气占优势，刻度偏向优势一方，则可以攻击对方三个援军首领；而占劣势一方，在四张阵营地图将会享受“战魂”增益效果，个人能力大幅提升。" font=18</text>	
80	阵营转换		ui\Image\Helper\转阵营NPC.tga	<text>text="帮会阵营总管" font=18 link="NPCGuide/102"</text><text>text="    " font=18</text><text>text="阵营大使" font=18 link="NPCGuide/101"</text><text>text="\\\n" font=18</text><text>text="黑市商人" font=18 link="NPCGuide/103"</text><text>text="（需要在城市地图才可查看位置）" font=18</text>	ui\Image\Helper\战魂令.tga	<text>text="65级及以上的侠士都将会收到一封附有“战魂令”的信件，且加入阵营后方可使用此令，可获得5万阵营威望。" font=18</text>			<text>text="阵营转换及威望赠送：\\\n     各大城市里隐元会的朋友们将为侠士们提供转阵营服务。该服务不仅向个人开放，也向一次性转阵营的帮会开放。个人转阵营可寻找“玄字陆捌”，帮会转阵营可寻找“玄字伍叁”，成功转阵营后，可寻找“黑市商人”兑换当前阵营的装备和马匹。注意：只能从强势阵营转弱势阵营。\\\n     今日，浩气盟主谢渊，恶人谷主王遗风，都分别为其下弟子发出了战魂令牌。加入阵营的侠士使用令牌以后，可以立即获得50000威望，速速购买到合适的装备，为大战做好准备吧。" font=18</text>
81	战江湖		ui\Image\Helper\紫陨和天外陨铁.tga	<text>text="一人回归，全团紫陨；一人入团，陨铁不难；当团队中加入了回归队员，每次击杀特定的首领都将额外获得紫陨和天外陨铁。" font=18</text>	ui\Image\Helper\公测活动道具.tga	<text>text="江湖秘制四大灵药，挑战秘境更强力。" font=18</text>			<text>text="尘封账号再会首，共聚一堂战江湖\\\n      尘封账号重出江湖，好处多多，切莫错过。回归便可获得阵营110紫装三件，四个阵营日常奖励翻倍，挖宝时还可获得紫陨。且一人回归全团受益，挑战秘境可以额外获得“紫陨”，且掉落“天外陨铁”的首领也会额外掉落。并有强力灵药帮助迅速回归主流团队。\\\n      尘封账号通过官网专题报名，可以在未来新开的战江湖服务器选择门派、直升70级！\\\n      尘封帐号：10月25日前30天及以上没有登录游戏的帐号。\\\n     此活动即将开放，敬请期待！" font=18</text>
82	介绍	战魂劫	ui\Image\Helper\战魂劫.tga						<text>text="      28号开放内容：\\\n      全新的阵营战阶系统：最是英雄用武时，通过不懈的努力终将获得那最高的荣誉。\\\n      全新阵营日常攻防战：攻守有序显神威，不破敌营誓不休。\\\n      全新的士气系统：士气低靡时，将有强力首领带领直击敌方要害，更有战魂效果，可使能力大幅提升。\\\n      阵营转换：隐元会提供的隐蔽服务，如有意向可前往三大主城帮会区寻找“玄字陆捌”和“玄字伍叁”。\\\n      战魂令：50000威望送给您。" font=18</text>
83	阵营战阶		ui\Image\Helper\战阶装备2.tga	<text>text="恶人谷最高战阶威望装（纯阳）与纯阳剑属性图展示。恶人谷战阶商人--" font=18</text><text>text="董海健" font=18 link="NPCGuide/99"</text>	ui\Image\Helper\战阶装备1.tga	<text>text="浩气盟最高战阶威望装（天策）与天策枪属性图展示。浩气盟战阶商人--" font=18</text><text>text="王雨瑶" font=18 link="NPCGuide/100"</text>			<text>text="阵营战阶：\\\n      大江东去浪淘尽，多少风流人物。七星战十恶，曾经是武林佳话。如今江湖上人才辈出，一份新的江湖英雄榜，再次掀起血雨腥风。\\\n      侠士参与战场，阵营攻防战，击杀敌对阵营玩家等各种PVP活动，都可以获得战阶积分。每一周，浩气盟和恶人谷会分别排出自己阵营的战阶等级，授予各位侠士。参与PVP越积极的侠士，获得的排名自然就越高。同时对应各个等级的战阶，侠士们还可以获得对应等级的高级作战用装备。" font=18</text>
84	阵营攻防战		ui\Image\Helper\阵营攻防战任务NPC.tga	<text>text="阵营攻防战任务给予NPC分别是：浩气盟的王洵和恶人谷的何非笑。" font=18</text>	ui\Image\Helper\攻防战任务奖励.tga	<text>text="侠士们可通过完成攻防战的日常任务获得丰厚的威望、战阶积分等奖励。" font=18</text>			<text>text="阵营攻防战：\\\n     浩气盟与恶人谷的大战一触既发。每周一，三，五恶人谷发出击杀令，攻打浩气盟落雁城，挑战武林七星。 而每周二，四，六浩气盟会反击恶人谷，直接杀向烈风集，誓要彻底铲除十大恶人。\\\n     此六日的13:00~14:00、19:00~20:00、21:00~22:00、0:00~1:00、2:00~3:00这5个时段，是武林高手们内功发挥的最佳时候。参战前可事先接取任务，或直接进入作战地图，系统将会自动接取任务，完成任务可获得丰厚的奖励。另：周日的19:00~24:00侠士们可自由击杀敌对阵营首领。" font=18</text>
85	据点争夺战		ui\Image\Helper\浩气恶人据点.tga	<text>text="1、恶人谷、浩气盟在南屏山、昆仑和恶人谷和浩气盟地图均有各自的据点，且有守将守卫着。" font=18</text>	ui\Image\Helper\南屏山据点.tga	<text>text="2、据点守将一旦重伤，埋伏在据点内的奸细会迅速出动占据据点，并且为自己阵营的侠士们提供重伤后的治疗。" font=18</text>	ui\Image\Helper\昆仑据点.tga	<text>text="3、各据点被抢下以后，只拥有一个小时的控制权。之后新的据点守将会被派遣过来拿回据点，各位侠士要多加小心。" font=18</text>	
86	士气系统		ui\Image\Helper\浩气盟援军首领.tga	<text>text="1、在浩气盟，恶人谷，昆仑，南屏山四张地图战斗的侠士，将会因为击杀敌对侠士，敌对首领，敌对守卫等而影响自己阵营的士气。" font=18</text>	ui\Image\Helper\恶人援军首领.tga	<text>text="2、当自己阵营士气低落时，阵营内会派出援军，直击敌人要害所在。同时自己阵营的士气也会大涨。侠士们会获得战魂效果，能力大幅提升。" font=18</text>	ui\Image\Helper\战魂buff.tga	<text>text="3、当阵营一方士气占优势，刻度偏向优势一方，则可以攻击对方三个援军首领；而占劣势一方，在四张阵营地图将会享受“战魂”增益效果，个人能力大幅提升。" font=18</text>	
87	阵营转换		ui\Image\Helper\转阵营NPC.tga	<text>text="帮会阵营总管" font=18 link="NPCGuide/102"</text><text>text="       " font=18</text><text>text="阵营大使" font=18 link="NPCGuide/101"</text><text>text="\\\n" font=18</text><text>text="黑市商人" font=18 link="NPCGuide/103"</text><text>text="（需要在城市地图才可查看位置）" font=18</text>	ui\Image\Helper\战魂令.tga	<text>text="65级及以上的侠士都将会收到一封附有“战魂令”的信件，且加入阵营后方可使用此令，可获得5万阵营威望。" font=18</text>			<text>text="阵营转换及威望赠送：\\\n     各大城市里隐元会的朋友们将为侠士们提供转阵营服务。该服务不仅向个人开放，也向一次性转阵营的帮会开放。个人转阵营可寻找“玄字陆捌”，帮会转阵营可寻找“玄字伍叁”，成功转阵营后，可寻找“黑市商人”兑换当前阵营的装备和马匹。注意：只能从强势阵营转弱势阵营。\\\n     今日，浩气盟主谢渊，恶人谷主王遗风，都分别为其下弟子发出了战魂令牌。加入阵营的侠士使用令牌以后，可以立即获得50000威望，速速购买到合适的装备，为大战做好准备吧。" font=18</text>
88	介绍	再会首，战江湖	ui\Image\Helper\再回首.tga						<text>text="尘封账号再会首，共聚一堂战江湖\\\n      尘封账号的划定：10月25日前30天及以上没有登录游戏的帐号\\\n      活动时间：11月8日-12月9日\\\n      尘封回归侠士上线会获得【再会首-任逍遥】、【再会首-福星照】状态，再此两种状态下分别可享受到挑战秘境额外获得“紫陨”、“天外陨铁”、完成阵营日常可获得额外奖励；挖宝时有几率获得“紫陨”。且回归帐号登录游戏可到信使处拿取“回归大礼包”和“再会首套装礼盒”，可得到各种实用物品和三件110品紫色阵营装备。好处多多，不容错过。" font=18</text>
89	纵横秘境		ui\Image\Helper\战江湖buff1.tga	<text>text="尘封回归侠士登录游戏啊将会获得【再会首-任逍遥】状态，在此状态下，挑战秘境不仅自己受益，全团队均有好处。" font=18</text>	ui\Image\Helper\战江湖buff3.tga	<text>text="拥有此状态的侠士与拥有【再会首-任逍遥】状态的侠士一起挑战团队秘境，将额外获得紫陨和天外陨铁。" font=18</text>			<text>text="纵横秘境\\\n      四大灵药，助你强力回归主流秘境。一人回归，全团收益，一人入团，陨铁不难。尘封侠士回归团队，会为团队整体带来额外的【紫陨】和【天外陨铁】掉落，让你的团队更需要你，也让你收益更多，成长更迅速。\\\n      注意：此活动时间为：11月8日-11月29日。" font=18</text>
90	驰骋阵营		ui\Image\Helper\再会首套装礼盒.tga	<text>text="礼盒中赠送110品阵营紫色品质装备护手，鞋子，衣服。" font=18</text>	ui\Image\Helper\再会首套装选择.tga	<text>text="可根据自身的门派及内功心法进行选择。" font=18</text>			<text>text="烽火战魂劫，阵营任驰骋\\\n      尘封回归侠士会收到【再会首套装礼盒】，礼盒中赠送110品阵营紫色品质装备护手，鞋子，衣服。让您回归后的阵营之旅有个精彩的开始。\\\n      两大阵营共八个阵营日常任务获得金钱威望奖励统统加倍，让你回归之后的阵营日常收益更多！\\\n      礼盒赠送时间：11月8日-12月9日\\\n      阵营任务奖励翻倍持续时间：11月8日-11月29日。" font=18</text>
91	寻宝得宝		ui\Image\Helper\战江湖buff2.tga	<text>text="尘封侠士回归游戏，会获得【再会首-福星照】的状态，带有此状态侠士参与寻宝就能得到宝物“紫陨”，此活动时间为：11月8日-11月29日。" font=18</text>	ui\Image\Helper\宝箱.tga	<text>text="寻宝可得到宝盒“锁住的雕纹宝盒”，“锁住的朱漆宝盒”打开均可得到锡制宝箱,精铁宝箱。" font=18</text>			<text>text="寻宝得宝\\\n      尘封侠士回归游戏，会获得【再会首-福星照】的状态带有此状态,侠士参与寻宝就能得到宝物【紫陨】，并且还可获得“锁住的雕纹宝盒”，“锁住的朱漆宝盒”打开均可得到锡制宝箱,精铁宝箱。这些宝箱，当前交易行市价均高达几十金，几百金，因此只要你积极参与寻宝，就可以轻松日进千金！休闲寻宝，摆脱捉襟见肘的困境！" font=18</text>
92	回归大礼包		ui\Image\Helper\回归大礼包.tga	<text>text="尘封回归侠士登录游戏可到信使处拿取“回归大礼包”，右键点击使用，便可获得礼物。" font=18</text>	ui\Image\Helper\回归礼包内容.tga	<text>text="回归礼包送出多种实用物品。" font=18</text>			<text>text="回归大礼包\\\n      尘封侠士回归即得大礼包，内有江湖四大灵药助你纵横秘境；活络金丹、九花玉露散助你早日经脉大成；紫陨、五铢钱助你早日得到高级装备和物品。\\\n      此活动时间：11月8日-12月9日。" font=18</text>
