ID	Activity	TimeRepresent	Class	Star	Level	Award	ShowPosition	IsHighlight	HightlightPath	Frame	ShowPriority	DetailPath	Hard	DetailMap	DetailAwards	Text	Event	nAdvancedTime	Label	BackgroundImage1	BackgroundImage2	Luckdraw	LuckPath	LuckFrame	LuckdrawText	DailyQuest	BuffID	TotalCount	FinishType	IsDouble	ExtraReward	DoubleStartTime	DoubleEndTime	CareerEvent	ShowLevel	Map	MapTip	IconFrame	BackgroundImage3
56	帮会擂台总决赛	每月第四周周五晚上8:30-9:30	3		95			0			4			<text>text="        有参赛资格的玩家可前往" font=18</text><text>text="扬州擂台报名人" font=168 link="NPCGuide/126"</text><text>text="处参赛" font=18</text>	<text>text="        " font=202</text><text>text="帮会资金、" font=198</text><text>text="江湖贡献" font=198 link="Library/17/1/0"</text><text>text="、世界唯一特殊属性称号" font=198</text>	<text>text="        预计所需时间15分钟 " font=168</text><text>text=" \\\n        1、冠军获得【天下无敌】称号，亚军获得【称雄江湖】称号\\\n        2、冠军所在帮会将获得极大提高帮会资金的奖励\\\n        3、冠军可在城市门口树立自己雕像，持续一年\\\n        4、竞投玩家猜对冠军，可获得海量不占周上限的江湖贡献。未猜中仍可获得16000点不占周上限的江湖贡献" font=18</text>	3	30;0;		ui\Image\Active\leitai1.tga	ui\Image\Active\leitai2.tga														0~999				ui\Image\Active\leitai2.tga
58	春节活动抽奖	每年的春节开放，至元宵后结束。	1		20		3	1	ui\Image\Helper\Help—Bg.UITex	51	0		全民参与	<text>text="长安、洛阳、扬州" font=18</text>	<text>text="神秘的节日奖励" font=18</text>	<text>text="砸年兽、放花灯、寻宝藏，红包多多热热闹闹过大年" font=18</text>	4																						
59	清明节活动	每年的清明节气左右开启，持续两周。	1	5	20	1:100;7:100;8:100;	11	1	ui\Image\Helper\Help—Bg.UITex	75	0		全民参与	<text>text="长安" font=168 link="NPCGuide/81"</text><text>text="、" font=18</text><text>text="洛阳" font=168 link="NPCGuide/78"</text><text>text="、" font=18</text><text>text="扬州" font=168 link="NPCGuide/84"</text><text>text="、" font=18</text><text>text="成都" font=168 link="NPCGuide/823"</text><text>text="、" font=18</text><text>text="太原" font=168 link="NPCGuide/869"</text><text>text="。" font=18</text>	<text>text="侠义值" font=18 link="Library/17/2/0"</text><text>text="、" font=18</text><text>text="监本印文" font=18 link="Library/17/5/0"</text><text>text="、960品戒指" font=18</text><text>text="暮雨戒" font=74 link="ItemLinkInfo/8/17315"</text><text>text="系列、" font=18</text><text>text="东风凝露" font=77 link="ItemLinkInfo/8/17321"</text><text>text="、" font=18</text><text>text="繁华梦·离魄" font=77 link="ItemLinkInfo/8/8407"</text><text>text="、" font=18</text><text>text="杏花雨" font=74 link="ItemLinkInfo/8/9632"</text><text>text="、" font=18</text><text>text="纸鸢" font=77 link="ItemLinkInfo/8/2790"</text><text>text="、" font=18</text><text>text="暮春寒" font=77 link="ItemLinkInfo/8/5344"</text><text>text="、" font=18</text><text>text="云绕花" font=77 link="ItemLinkInfo/7/22519"</text><text>text="。" font=18</text>	<text>text="        醉酒戏猿度寒日，游郊祭扫怀故人。\\\n        1.清明时节春意盎然，正是踏青的好日子，节日期间在野外地图参与挖宝活动，将有意外获得" font=18</text><text>text="清明柳枝" font=77 link="ItemLinkInfo/5/8372"</text><text>text="、" font=18</text><text>text="杏花酒" font=77 link="ItemLinkInfo/5/8371"</text><text>text="、" font=18</text><text>text="监本印文" font=80 link="ItemLinkInfo/5/10025"</text><text>text="。\\\n        2.在挖宝的时候会有一定概率引出醉猿，打败它们将获得" font=18</text><text>text="九羊神功·断篇" font=77 link="ItemLinkInfo/5/8762"</text><text>text="以及1120品" font=18</text><text>text="暮雨戒" font=74 link="ItemLinkInfo/8/20989"</text><text>text="系列。醉猿为95级精英，需要至少3位玩家组队对话方可挑战。\\\n        3.侠士可以收集" font=18</text><text>text="清明柳枝" font=77 link="ItemLinkInfo/5/8372"</text><text>text="来完成【天涯咫尺意难逢】系列任务获得" font=18</text><text>text="鸳鸯埙" font=74 link="ItemLinkInfo/8/19374"</text><text>text="，也可以在节日商人乔万山处购买精美挂件" font=18</text><text>text="纸鸢" font=77 link="ItemLinkInfo/8/2790"</text><text>text="、" font=18</text><text>text="暮春寒" font=77 link="ItemLinkInfo/8/5344"</text><text>text="、" font=18</text><text>text="繁华梦·离魄" font=77 link="ItemLinkInfo/8/8407"</text><text>text="、" font=18</text><text>text="云绕花" font=77 link="ItemLinkInfo/7/22519"</text><text>text="和珍奇限时坐骑" font=18</text><text>text="杏花雨" font=74 link="ItemLinkInfo/8/9632"</text><text>text="。\\\n        4." font=18</text><text>text="杏花酒" font=77 link="ItemLinkInfo/5/8371"</text><text>text="可以用于在节日商店中换取" font=18</text><text>text="隐元秘宝·匡义令" font=77 link="ItemLinkInfo/5/24817"</text><text>text="和" font=18</text><text>text="监本印文" font=80 link="ItemLinkInfo/5/10025"</text><text>text="的奖励。\\\n        5.修习方士的侠士可进入魂墟，教训妄图扰乱阴阳的捣乱的魂灵，获得" font=18</text><text>text="清明柳枝" font=77 link="ItemLinkInfo/5/8372"</text><text>text="。" font=18</text><text>text="\\\n" font=18 link="Library/17/5/0"</text>	4		2	ui\Image\Active\活动场景\清明.tga	ui\Image\Active\ActivityFistPage\RecommendBig\节日清明长.tga	0												505				16	ui\Image\Active\ActivityFistPage\RecommendBig\节日清明长.tga
61	擂台赛周一清除记录		3		1	0	0	0			4					<text>text="用于每个赛季周一专门清除记录" font=18</text>	3																		0~999				
62	擂台赛系统发票		3		1	0	0	0			4					<text>text="4月专门发票设定" font=18</text>	3																		0~999				
63	擂台赛第二周分组		3		1	0	0	0			4					<text>text="擂台赛第二周分组" font=18</text>	3																		0~999				
64	总决赛隐藏父活动		3		1	0	0	0			4					<text>text="父活动持续7天，其中遇到周五，就触发子活动" font=18</text>	3																		0~999				
69	十大推荐帮会更新		2		10		0	0			4		个人难度	<text>text="长安、洛阳、扬州" font=18</text>	<text>text="无" font=18</text>	<text>text="更新十大推荐帮会信息" font=18</text>	3																		0~999				
70	战场日-神农洇	本战场日的12点~次日凌晨1点开放	3		95	2:100;3:100;6:100;	2				1		15人对抗	<text>text="        " font=202</text><text>text="可前往" font=18</text><text>text="扬州" font=168 link="NPCGuide/58"</text><text>text="、" font=18</text><text>text="成都" font=168 link="NPCGuide/164"</text><text>text="或" font=18</text><text>text="太原" font=168 link="NPCGuide/860"</text><text>text="战场报名人处参加跨服战场排队" font=18</text>	<text>text="        " font=198</text><text>text="威望" font=198 link="Library/17/3/0"</text><text>text="，" font=198</text><text>text="战阶积分" font=198 link="Library/17/4/0"</text><text>text="，浩气盟（恶人谷）声望" font=198</text><text>text="。每天首次战场胜利会获得额外的大量威望和战阶以及威望周上限道具奖励。" font=18</text>	<text>text="        预计所需时间15分钟" font=168</text><text>text="     \\\n        1、满级的浩气盟、恶人谷玩家可组队或个人参与，双方人数均达到10人才可正常开启战场\\\n        2、中午12点~次日凌晨1点开放，12点开始时即可获得战阶积分和每日首胜额外奖励" font=18</text>	3										4122	1	1						0~999				
71	战场日-九宫棋谷	本战场日的12点~次日凌晨1点开放	3		95	2:100;3:100;	2	0			1		25人对抗	<text>text="        " font=202</text><text>text="可前往" font=18</text><text>text="扬州" font=168 link="NPCGuide/58"</text><text>text="、" font=18</text><text>text="成都" font=168 link="NPCGuide/164"</text><text>text="或" font=18</text><text>text="太原" font=168 link="NPCGuide/860"</text><text>text="战场报名人处参加跨服战场排队" font=18</text>	<text>text="        " font=202</text><text>text="威望" font=198 link="Library/17/3/0"</text><text>text="、" font=198</text><text>text="战阶积分" font=198 link="Library/17/4/0"</text><text>text="。每天的首次战场胜利可以获得额外的大量威望和战阶以及威望周上限道具奖励。" font=18</text>	<text>text="        1、满级的浩气盟、恶人谷玩家可组队或个人参与。浩气盟玩家只能代表孤山集，恶人谷玩家只能代表江流集，不限门派，自由组合。双方人数均达到17人才可正常开启战场，时限18分钟\\\n        2、中午12点~次日凌晨1点开放，12点开始时即可获得战阶积分和每日首胜额外奖励" font=18</text>	3										4122	1	1						0~999				
72	战场日-云湖天池	本战场日的12点~次日凌晨1点开放	3		95	2:100;3:100;	2	0			1		10人对抗	<text>text="        " font=202</text><text>text="可前往" font=18</text><text>text="扬州" font=168 link="NPCGuide/58"</text><text>text="、" font=18</text><text>text="成都" font=168 link="NPCGuide/164"</text><text>text="或" font=18</text><text>text="太原" font=168 link="NPCGuide/860"</text><text>text="战场报名人处参加跨服战场排队" font=18</text>	<text>text="        " font=202</text><text>text="威望" font=198 link="Library/17/3/0"</text><text>text="、" font=198</text><text>text="战阶积分" font=198 link="Library/17/4/0"</text><text>text="。每天的首次战场胜利可以获得额外的大量威望和战阶以及威望周上限道具奖励。" font=18</text>	<text>text="        1、满级的恶人谷玩家能参与刀宗排队，浩气盟玩家能参与昆仑排队。双方人数均达到7人才可正常开启战场。\\\n        2、中午12点~次日凌晨1点开放，12点开始时即可获得战阶积分和每日首胜额外奖励" font=18</text>	3										4122	1	1						0~999				
73	战场周常	本周一7：00~下周一6：59	3	4	95	2:100;3:100;8:50;	0				2		个人参与	<text>text="        " font=202</text><text>text="可前往" font=18</text><text>text="扬州" font=168 link="NPCGuide/58"</text><text>text="、" font=18</text><text>text="成都" font=168 link="NPCGuide/164"</text><text>text="或" font=18</text><text>text="太原" font=168 link="NPCGuide/860"</text><text>text="战场报名人处参加跨服战场排队" font=18</text>	<text>text="        50金，2500点" font=198</text><text>text="威望" font=198 link="Library/17/3/0"</text><text>text="，250" font=198</text><text>text="战阶积分" font=198 link="Library/17/4/0"</text><text>text="，1个" font=198</text><text>text="锡制宝箱" font=198 link="ItemLinkInfo/5/6254"</text>	<text>text="        预计所需时间15分钟" font=168</text><text>text="\\\n        可前往长安、洛阳、扬州、成都的日常任务区的战魂牌处接取任务" font=18</text>	2																		0~999				
74	声望·无量山	今日7：00~次日6：59。	2		80	6:100;8:60;	0						个人参与	<text>text="        可前往" font=18</text><text>text="无量山花祈山" font=168 link="NPCGuide/175"</text><text>text="处接取任务。" font=18</text>	<text>text="        60金，560点九黎族声望，4个" font=198</text><text>text="青铜宝箱" font=198 link="ItemLinkInfo/5/6253"</text><text>text="。" font=198</text>	<text>text="        预计所需时间25分钟" font=168</text><text>text=" \\\n        1、可前往无量山的花祈山附近接取任务。\\\n        2、九黎族声望达到一定程度可购买" font=18</text><text>text="帝俊号角" font=74 link="ItemLinkInfo/8/3877"</text><text>text="，" font=18</text><text>text="蚩尤蓑" font=74 link="ItemLinkInfo/8/3876"</text><text>text="，" font=18</text><text>text="115%霜夜驹九黎族声望" font=74 link="ItemLinkInfo/8/602"</text><text>text="，" font=18</text><text>text="精骑足饰" font=77 link="ItemLinkInfo/5/5109"</text><text>text="，" font=18</text><text>text="精骑鞍饰" font=77 link="ItemLinkInfo/5/5110"</text><text>text="，" font=18</text><text>text="精骑头饰" font=77 link="ItemLinkInfo/5/5111"</text><text>text="，" font=18</text><text>text="祈舞面具" font=74 link="ItemLinkInfo/5/10170"</text><text>text="。" font=18</text>	2			ui\Image\Active\shengwangrichang1.tga															0~999				
75	战场日-丝绸之路	本战场日的12点~次日凌晨1点开放	3		95	2:100;3:100;	2	0			1		25人对抗	<text>text="        " font=202</text><text>text="可前往" font=18</text><text>text="扬州" font=168 link="NPCGuide/58"</text><text>text="、" font=18</text><text>text="成都" font=168 link="NPCGuide/164"</text><text>text="或" font=18</text><text>text="太原" font=168 link="NPCGuide/860"</text><text>text="战场报名人处参加跨服战场排队" font=18</text>	<text>text="        " font=202</text><text>text="威望" font=198 link="Library/17/3/0"</text><text>text="、" font=198</text><text>text="战阶积分" font=198 link="Library/17/4/0"</text><text>text="。每天的首次战场胜利可以获得额外的大量威望和战阶以及威望周上限道具奖励。" font=18</text>	<text>text="        预计所需时间20分钟  " font=168</text><text>text="\\\n        1、满级的浩气盟、恶人谷玩家可组队或个人参与，双方人数均达到17人才可正常开启战场\\\n        2、中午12点~次日凌晨1点开放，12点开始时即可获得战阶积分和每日首胜额外奖励" font=18</text>	3										4122	1	1						0~999				
76	战场-丝绸之路		3	4	95		5	0			1		25人对抗	<text>text="可前往" font=18</text><text>text="扬州" font=229 link="NPCGuide/58"</text><text>text="、" font=18</text><text>text="成都" font=229 link="NPCGuide/164"</text><text>text="或" font=18</text><text>text="太原" font=229 link="NPCGuide/860"</text><text>text="战场报名人处参加跨服战场排队。" font=18</text>		<text>text="1、满级的浩气盟、恶人谷玩家可组队或个人参与。\\\n2、中午12点~次日凌晨1点开放，12点开始时即可获得战阶积分和每日首胜额外奖励。\\\n" font=18</text>	3	30;10;0;	0	ui\Image\Active\活动场景\丝绸之路.tga	ui\Image\Active\活动场景\丝绸之路.tga						4122	1	1						0~999			25	ui\Image\Active\活动场景\丝绸之路.tga
77	战场-丝绸之路		3	4	95	2:100;3:100;	5	0			1		25人对抗	<text>text="可前往" font=18</text><text>text="扬州" font=229 link="NPCGuide/58"</text><text>text="、" font=18</text><text>text="成都" font=229 link="NPCGuide/164"</text><text>text="或" font=18</text><text>text="太原" font=229 link="NPCGuide/860"</text><text>text="战场报名人处参加跨服战场排队。" font=18</text>		<text>text="1、满级的浩气盟、恶人谷玩家可组队或个人参与。\\\n2、中午12点~次日凌晨1点开放，12点开始时即可获得战阶积分和每日首胜额外奖励。\\\n" font=18</text>	3	30;10;0;	0	ui\Image\Active\活动场景\丝绸之路.tga	ui\Image\Active\活动场景\丝绸之路.tga						4122	1	1						0~999			25	ui\Image\Active\活动场景\丝绸之路.tga
