ID	Name	MapName	Kind	Level	ClassID	CraftID	CanOperateEach	IsSelectable	RemoveDelay	ReviveDelay	OpenPrepareFrame	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	RepresentID	SprintRepresentID	MoneyMin	MoneyMax	MoneyDropRate	CanPick	BarText	Script	OverLootFrame	DynamicObstacle	ProgressID	IndependentDrop	IndependentDropCount	IndependentDropType	AreaBroadcast	IdentityVisiableID
360	1~20级狼遗体	生活技能遗体	2	10	9	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
361	20~30级狼遗体	生活技能遗体	2	20	9	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
362	30~40级狼遗体	生活技能遗体	2	30	9	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
363	40~50级狼遗体	生活技能遗体	2	40	9	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
364	50~60级狼遗体	生活技能遗体	2	50	9	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
365	60~70级狼遗体	生活技能遗体	2	60	9	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
366	1~20级熊遗体	生活技能遗体	2	10	10	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
367	20~30级熊遗体	生活技能遗体	2	20	10	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
368	30~40级熊遗体	生活技能遗体	2	30	10	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
369	40~50级熊遗体	生活技能遗体	2	40	10	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
370	50~60级熊遗体	生活技能遗体	2	50	10	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
371	60~70级熊遗体	生活技能遗体	2	60	10	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
372	1~20级龟遗体	生活技能遗体	2	10	11	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
373	20~30级龟遗体	生活技能遗体	2	20	11	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
374	30~40级龟遗体	生活技能遗体	2	30	11	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
375	40~50级龟遗体	生活技能遗体	2	40	11	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
376	50~60级龟遗体	生活技能遗体	2	50	11	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
377	60~70级龟遗体	生活技能遗体	2	60	11	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
378	1~20级鳄遗体	生活技能遗体	2	10	12	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
379	20~30级鳄遗体	生活技能遗体	2	20	12	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
380	30~40级鳄遗体	生活技能遗体	2	30	12	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
381	40~50级鳄遗体	生活技能遗体	2	40	12	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
382	50~60级鳄遗体	生活技能遗体	2	50	12	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
383	60~70级鳄遗体	生活技能遗体	2	60	12	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
384	60~70级貂遗体	生活技能遗体	2	60	13	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
385	60~70级神兽遗体	生活技能遗体	2	60	14	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
386	1~20级通用遗体	生活技能遗体	2	20	14	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
387	20~30级通用遗体	生活技能遗体	2	20	14	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
388	30~40级通用遗体	生活技能遗体	2	30	14	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
389	40~50级通用遗体	生活技能遗体	2	40	14	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
390	50~60级通用遗体	生活技能遗体	2	50	14	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
391	60~70级通用遗体	生活技能遗体	2	60	14	3	0	1	2880	0	0		0		0		0		0													1		0	0	1048576	1		scripts\Craft\通用尸体.lua								
393	无忌营旗	天策	8	1	1		0	0	2880	1	80																					232					1										
394	焦枯的树枝	金水镇	3	1	1				2880	60	80																					331					1	拾取									
395	青竹	金水镇	3	1	1	0	0	1	2880	60	80		0		0		0		0													213		0	0	1048576	1	采集									
396	奇怪的大石	金水镇	3	1	1	0	0	1	16	30	80		0		0		0		0													332		0	0	1048576	1	搬动大石	scripts\Map\金水镇\doodad\奇怪的大石.lua								
397	浩气盟弟子遗体	金水镇	3	1	1	0	0	1	2880	60	80		0		0		0		0													214		0	0	1048576	1	搜查									
399	玉佩	金水镇	3	1	1	0	0	1	2880	1	80		0		0		0		0													216		0	0	1048576	1	拾取									
400	花草茶	金水镇	3	1	1	0	0	1	2880	60	80		0		0		0		0													217		0	0	1048576	1	采集									
401	鹅卵石	金水镇	3	1	1	0	0	1	2880	60	80		0		0		0		0													218		0	0	1048576	1	拾取									
402	木质卷轴	金水镇	3	1	1	0	0	1	2880	1	80		0		0		0		0													219		0	0	1048576	1	打开									
404	蜀藜旗	金水镇	3	1	1	0	0	1			80		0		0		0		0													334		0	0	1048576	1										
405	醉心花	金水镇	3	1	1	0	0	1	2880	5	80		0		0		0		0													335		0	0	1048576	1	采集									
406	奇异的锦箱	金水镇	3	1	1	0	0	1	2880	1	80		0		0		0		0													336		0	0	1048576	1	打开									
407	展锋草	金水镇	3	1	1	0	0	1	2880	60	80		0		0		0		0													337		0	0	1048576	1	采集									
408	披霁花	金水镇	3	1	1	0	0	1	2880	60	80		0		0		0		0													338		0	0	1048576	1	采集									
409	天龙寨牢笼	金水镇	3	1	1	0	0	1	2880	1	80		0		0		0		0													339		0	0	1048576	1	开锁	scripts\Map\金水镇\doodad\天龙寨牢笼.lua								
410	蜂窝	枫华谷	3	1	0	0	0	1	2880	60	80		0		0		0		0													202		0	0	1048576	1	摘取	scripts\Map\枫华谷\doodad\蜂窝.lua								
411	炼尸罐	枫华谷	3	1	0	0	0	1	2880	60	80		0		0		0		0													201		0	0	1048576	1	砸炼尸罐	scripts\Map\枫华谷\doodad\坛子.lua								
412	毛毛的鞋	枫华谷	3	1	0	0	0	1	2880	1	80		0		0		0		0													200		0	0	1048576	1	拾取	scripts\Map\枫华谷\doodad\毛毛的鞋.lua								
413	小箱子	枫华谷	3	1	0	0	0	1	2880	1	80		0		0		0		0													199		0	0	1048576	1	打开									
414	掩藏的小盒子	枫华谷	7	1	0	0	1	1	2880	1	80	枫华谷\jinghe.tab	1		0		0		0													198		0	0	1048576	1	打开	scripts\Map\枫华谷\doodad\掩藏的小盒子.lua								
415	野猪的遗体	枫华谷	3	1	0	0	0	1	2880	60	80		0		0		0		0													348		0	0	1048576	1	取肉									
416	迷魂草	枫华谷	3	1	0	0	0	1	2880	60	80		0		0		0		0													197		0	0	1048576	1	采集									
417	散魄花	枫华谷	3	1	0	0	0	1	2880	60	80		0		0		0		0													196		0	0	1048576	1	采集									
418	朔风钢刀	洛阳			1	0	0	1	2880	60	80		0		0		0		0													404		0	0	1048576	1	拿取									
419	有毒的油灯	洛阳			1	0	0	1	80	1	80		0		0		0		0													405		0	0	1048576		熄灭	scripts\Map\洛阳\doodad\有毒的油灯.lua								
420	放置药材的柜子	洛阳		0	1	0	0	1	2880	150	80		0		0		0		0													406		0	0	1048576	1	打开									
421	城楼上的人头	洛阳			0	0	0	1	0	0	0		0		0		0		0													407		0	0	1048576	1	拿取									
422	地鼠门土堆	洛阳			0	0	0	1	0	0	0		0		0		0		0													408		0	0	1048576	1										
423	关小孩的笼子	洛阳			1	0	0	1	2880	45			0		0		0		0													409		0	0	1048576	0	打开									
424	避火袈裟	洛阳			0	0	0	1	2880	60	90		0		0		0		0													410		0	0	1048576	1	拿取									
425	河蚌	洛阳			0	0	0	1	2880	60	90		0		0		0		0													411		0	0	1048576	1	打开									
426	风筝	洛阳			0	0	0	1	2880	1	90		0		0		0		0													412		0	0	1048576	1	拿取									
427	装精铁的竹筐	洛阳			1	0	0	1	2880	150	80		0		0		0		0													413		0	0	1048576	1										
428	狗大便	洛阳			0	0	0	1	16	60	80		0		0		0		0													414		0	0	1048576	1	清扫	scripts\Map\洛阳\doodad\打扫狗大便.lua								
429	装银子的木盒	洛阳			0	0	0	1	0	0	0		0		0		0		0													415		0	0	1048576	1	打开									
431	粮草车	金水镇	3	1	1	0	0	1	2880	1	80		0		0		0		0													343		0	0	1048576	1	烧毁									
432	燃料	洛阳	3	1	1	0	0	1	0	0	0		0		0		0		0													344		0	0	1048576	1										
433	镖车	金水镇	3	1	1	0	0	1	2880	1	80		0		0		0		0													345		0	0	1048576	1	搜寻									
434	杂草	枫华谷	3	1	0	0	0	1	2880	60	80		0		0		0		0													347		0	0	1048576	1	除草	scripts\Map\枫华谷\doodad\杂草.lua								
435	遗失的腰带	枫华谷	3	1	0	0	0	1	2880	60	80		0		0		0		0													349		0	0	1048576	1	拾取									
436	潜毒草	枫华谷	3	1	0	0	0	1	2880	60	80		0		0		0		0													540		0	0	1048576	1	采集									
437	紫龙藤	枫华谷	3	1	0	0	0	1	2880	60	80		0		0		0		0													351		0	0	1048576	1	采集									
438	扬武碑	天策	4	1	1		1		2880	1	80																					352					1		scripts\Map\天策\doodad\墓碑.lua								
439	勋烈碑	天策	4	1	1		1		2880	1	80																					354					1		scripts\Map\天策\doodad\墓碑.lua								
440	昭节碑	天策	4	1	1		1		2880	1	80																					355					1		scripts\Map\天策\doodad\墓碑.lua								
441	菩提果	少林	3	1	1				2880	60	80																					419					1	采集									
442	铁剑草	天策		1	1		1		2880	60	80																					356					1	采集									
443	紫衣草	天策		1	1		1		2880	60	80																					357					1	采集									
444	散落的柴禾	天策		1	1		1		2880	60	80																					358					1	拾取									
445	堆积的柴禾	天策	3	1	1	0	0	1	10	20	80		0		0		0		0													359		0	0	1048576	1	拾取	scripts\Map\天策\doodad\柴堆.lua								
446	神策的信匣	天策		1	1		1		2880	1	80																					363					1	打开									
447	火门石	天策	3	1	1	0	0	1	2880	20	24		0		0		0		0													360		0	0	1048576		摧毁									
448	水门宝箱	天策	3	1	1	0	0	1	2880	1	60		0		0		0		0													361		0	0	1048576	1	打开									
449	任务墓碑	天策		1	1		1		2880	1	80																					362					1	查看									
450	武器架	天策	7	1	1		1		2880	1	80	天策\wuqijia_poshunqiang.tab	1																			365					1	拾取	scripts\Map\天策\doodad\武器架.lua								
451	箭靶	天策		1	1		1		2880	1	80																					366					1										
452	水缸	天策		1	1		1		2880	1	80																					367					1		scripts\Map\天策\doodad\水缸.lua								
453	插满箭的稻草人	天策		1	1		1		2880	60	80																					368					1	拔箭									
454	天策士兵的遗体	天策	6	1	1		1		2880	1																						376					1		scripts\Map\天策\doodad\天策士兵尸体.lua								
455	煮饭的锅	天策		1	1		1		2880	1	80																					375					1	投药	scripts\Map\天策\doodad\煮饭的锅.lua								
460	马粪	天策		1	1		1		2880	1501	80																					374					1	拾取									
464	龟驮碑	天策		1	1		1		2880	1	80																					373					1										
465	草料	天策		1	1		1		2880	60	80																					372					1	采集									
466	八阵图机关	天策		1	1		1		2880	1	80																					371					0	拆解	scripts\Map\天策\doodad\八阵图.lua								
467	连及草	天策		1	1		1		2880	60	80																					369					1	采集									
468	稻草人	天策		1	1		1		2880	1	80																					370					1										
469	镇煞黄符	金水镇	3	1	1	0	0	1	2880	150	80		0		0		0		0													353		0	0	1048576	1										
471	知节殿	天策	4	1	1		1		2880	1	80																					967					1		scripts\Map\天策\doodad\知节殿.lua								
472	懋功殿	天策	4	1	1		1		2880	1	80																					965					1	查看	scripts\Map\天策\doodad\懋功殿.lua								
473	秦王殿	天策	4	1	1		1		2880	1	80																					966					1	查看	scripts\Map\天策\doodad\秦王殿.lua								
474	将军冢	天策	4	1	1		0		2880	1	80																					377					1	查看	scripts\Map\天策\doodad\将军冢.lua								
475	凌烟阁	天策	4	1	1		0		2880	1	80																					377					1	查看	scripts\Map\天策\doodad\凌烟阁.lua								
476	墓碑	天策	4	1	1		1		2880	1	80																					362					1	查看	scripts\Map\天策\doodad\墓碑.lua								
480	路标	金水镇	4	1	1		0																									393					1										
481	归安居	金水镇	1	1	1		0																									382					1										
483	柴堆	洛阳	3	1	1	0	0	1	2880	1	80		0		0		0		0													423		0	0	1048576	1	烧烤	scripts\Map\洛阳\doodad\烧烤兔肉的火堆.lua								
484	衣物箱	扬州	3	1	1		0		2880	1	80																					154					1	拾取									
485	铜盆	洛阳	3	1	1		0		2880	60	80																					560					0	投毒									
486	染毒土壤	万花	3	1	1	0	1	1	2880	60	80		0		0		0		0													383		0	0	1048576	1	挖掘									
487	芋头	金水镇	3	1	1	0	0	1	2880	60	80		0		0		0		0													384		0	0	1048576	1	采集									
488	狗尾巴草	金水镇	3	1	1	0	0	1	2880	60	80		0		0		0		0													385		0	0	1048576	1	采集									
489	扫帚	金水镇	3	1	1	0	0	1	2880	60	80		0		0		0		0													386		0	0	1048576	1	拾取									
490	竹枝	金水镇	3	1	1	0	0	1	2880	60	80		0		0		0		0													387		0	0	1048576	1	采集									
